keyword,tweet,clean_tokens,clean_text,lex_score,lex_label,ml_label
gojek,"Another org bodoh di X. Kalau psen gojek itu klo uda siap d titik jemput jgan bkin driver nunggu lama, bagi driver waktu itu berhrga oi ckckk https://t.co/Wqq8xKMlFd","['another', 'org', 'bodoh', 'psen', 'gojek', 'uda', 'titik', 'jemput', 'jgan', 'bkin', 'driver', 'nunggu', 'driver', 'berhrga', 'oi', 'ckckk']",another org bodoh psen gojek uda titik jemput jgan bkin driver nunggu driver berhrga oi ckckk,-1.0,negative,negative
gojek,@Ordinaryjhonny krn gue suka bandingin di 3 apps ini hasilnya gak selalu sih..  kadang gojek jg murah krn promonya gede2,"['krn', 'gue', 'suka', 'bandingin', 'apps', 'hasil', 'gak', 'sih', 'kadang', 'gojek', 'murah', 'krn', 'promonya', 'gede2']",krn gue suka bandingin apps hasil gak sih kadang gojek murah krn promonya gede2,0.0,neutral,neutral
gojek,"dr td nyari gojek gak ad yang nyantol, mana laper lagi😔","['dr', 'nyari', 'gojek', 'gak', 'ad', 'nyantol', 'laper']",dr nyari gojek gak ad nyantol laper,0.0,neutral,neutral
gojek,"Shopeefood Diskon 100% s/d 35rb minbel 20K. Semua resto, akun tertentu ‼️‼️

Cek dan klaim di resto ini 👇
https://t.co/tboY5WoY0a
https://t.co/tboY5WoY0a

t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/OphYJzUjRu","['shopeefood', 'diskon', '100', 'sd', '35rb', 'minbel', '20k', 'resto', 'akun', '', 'cek', 'klaim', 'resto', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'daget', 'gojek', 'gratis', 'ongkir']",shopeefood diskon 100 sd 35rb minbel 20k resto akun  cek klaim resto gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir,5.0,positive,positive
gojek,"Ayam Koplo by Hangry on SHOPEEFOOD DISKON jadi 7Ka an aja ✨😭 Nasi Ayam Goreng Penyet + Sambel 🍗 

Pakai voucher disini sekarang👇👇
https://t.co/UTasA2Zcdw
https://t.co/UTasA2Zcdw

t. gofood grabfood kode promo go grab shopee food sfood daget gojek thr shopeepay https://t.co/grKpaQojBo","['ayam', 'koplo', 'hangry', 'shopeefood', 'diskon', '7ka', 'nasi', 'ayam', 'goreng', 'penyet', 'sambel', 'pakai', 'voucher', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'daget', 'gojek', 'thr', 'shopeepay']",ayam koplo hangry shopeefood diskon 7ka nasi ayam goreng penyet sambel pakai voucher gofood grabfood kode promo go grab shopee food sfood daget gojek thr shopeepay,4.0,positive,positive
gojek,"Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! 🍝🍜

Cek dan klaim dari resto ini 👇
https://t.co/doSg7ARsJ8

t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/S79GiYXH63","['shopeefood', 'diskon', '90', 'sd', '25rb', '', 'khusus', 'resto', 'cek', 'klaim', 'resto', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'gojek']",shopeefood diskon 90 sd 25rb  khusus resto cek klaim resto gofood grabfood kode promo go grab shopee food sfood voucher gojek,4.0,positive,positive
gojek,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzk5AI
https://t.co/D3iHNzk5AI

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/ZO9VkkOJS7","['wingstop', 'shopeefood', 'diskon', '5k', 'combo', 'boneless', '', 'klaim', 'voucher', 'habis', 'daget', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'gojek', 'thr', 'shopeepay']",wingstop shopeefood diskon 5k combo boneless  klaim voucher habis daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay,6.0,positive,positive
gojek,"‼️ Voucher diskon 100% max 40rb! Bisa semua resto ✨

Klaim di resto ini sebelum habis 👇👇👇
https://t.co/p9LzoEogsv
https://t.co/p9LzoEogsv

t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/CZFcKOCjNc","['', 'voucher', 'diskon', '100', 'max', '40rb', 'resto', 'klaim', 'resto', 'habis', 'gofood', 'grabfood', 'shopeefood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'gojek', 'daget', 'gratis', 'ongkir', 'thr', 'dana', 'kaget']", voucher diskon 100 max 40rb resto klaim resto habis gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget,6.0,positive,positive
gojek,"Ada potongan Moon Chicken 🥳 klaim voucher nya di halaman resto (siapa tau hoki) ✨️
👍 https://t.co/gwckoCbPef

Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/odZc1q8nFW","['potong', 'moon', 'chicken', 'klaim', 'voucher', 'halaman', 'resto', 'tau', 'hoki', '', 'diskon', 'gofood', 'grabfood', 'shopeefood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'daget', 'gojek', 'thr', 'shopeepay']",potong moon chicken klaim voucher halaman resto tau hoki  diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay,6.0,positive,positive
gojek,@jaedynation_ Kak baru aja aku kemaren pake helm gojek sampe lobby gedung fakultasku ^_^ untungnya kenotice satpam WKWKWK,"['kak', 'kemaren', 'pake', 'helm', 'gojek', 'sampe', 'lobby', 'gedung', 'fakultas', 'untung', 'kenotice', 'satpam', 'wkwkwk']",kak kemaren pake helm gojek sampe lobby gedung fakultas untung kenotice satpam wkwkwk,0.0,neutral,neutral
gojek,@kimjauun UDAH YAA AKU GAMAU IKUT GOJEK KAMU. BAU,"['udah', 'yaa', 'gamau', 'gojek', 'bau']",udah yaa gamau gojek bau,-1.0,negative,negative
gojek,"Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ✨

‼️ Klaim voucher-nya di sini sebelum habis 👇👇
https://t.co/4uue6niSc7
https://t.co/4uue6niSc7

t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/s0fL2vNYLj","['blonde', 'creamy', 'latte', 'diskon', '2kan', 'pick', '', 'klaim', 'vouchernya', 'habis', 'daget', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'jerome', 'sfood', 'gojek', 'kopi']",blonde creamy latte diskon 2kan pick  klaim vouchernya habis daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi,3.0,positive,positive
gojek,@tanyakanrl sama cowo greenflag alias gojek https://t.co/CqnsvABtmc,"['cowo', 'greenflag', 'alias', 'gojek']",cowo greenflag alias gojek,0.0,neutral,neutral
gojek,@Peonylylee Serius..aku slalu pake gojek wkwk😭😭😭😭🥲🥲🥲🥲🥲,"['seriusaku', 'slalu', 'pake', 'gojek', 'wkwk']",seriusaku slalu pake gojek wkwk,0.0,neutral,neutral
gojek,gojek bogor kabupaten pembalap semua..jalan kecil ngebut banget.,"['gojek', 'bogor', 'kabupaten', 'balap', 'semuajalan', 'ngebut', 'banget']",gojek bogor kabupaten balap semuajalan ngebut banget,0.0,neutral,neutral
gojek,"Ya blm pesen fm dong gwhh. SAMPE SET9, DIA GA ADA KABAR, gw call taunya baru mau makan. ORGILL GW KELAPERAN SETENGAH MAMPUS BALIK KERJA LANJUT NGERJAIN KERJAAN, TERUS ZOOM. Dahlah langsung pesen bakso di gojek. Sengaja pesen yang jaraknya deket cuma 1.1 KM","['ya', 'blm', 'sen', 'fm', 'gwhh', 'sampe', 'set9', 'nggak', 'kabar', 'gw', 'call', 'tau', 'makan', 'orgill', 'gw', 'kelaperan', 'mampus', 'kerja', 'ngerjain', 'kerja', 'zoom', 'dah', 'langsung', 'sen', 'bakso', 'gojek', 'sengaja', 'sen', 'jarak', 'deket', '11', 'km']",ya blm sen fm gwhh sampe set9 nggak kabar gw call tau makan orgill gw kelaperan mampus kerja ngerjain kerja zoom dah langsung sen bakso gojek sengaja sen jarak deket 11 km,-0.5,negative,negative
gojek,ohh jadi orang2 kaya lo yg bkin macet disitu soalnya mesen gojek/grab tapi lo sendiri belom ada di titik yang alhasil bikin MACET PENGENDARA LAIN HIH KAGAK MIKIR LO YA GUE MUAK BGT TIAP LEWAT SITU MACETNYA SINTING TAPI CUMA DISITU JALUR GUE KALO NGAMPUS FAKLAH https://t.co/aB9n3CUoek,"['ohh', 'orang2', 'kaya', 'lo', 'yg', 'bkin', 'macet', 'situ', 'mesen', 'gojekgrab', 'lo', 'bom', 'titik', 'alhasil', 'bikin', 'macet', 'kendara', 'hih', 'kagak', 'mikir', 'lo', 'ya', 'gue', 'muak', 'bgt', 'situ', 'macet', 'sinting', 'situ', 'jalur', 'gue', 'ngampus', 'faklah']",ohh orang2 kaya lo yg bkin macet situ mesen gojekgrab lo bom titik alhasil bikin macet kendara hih kagak mikir lo ya gue muak bgt situ macet sinting situ jalur gue ngampus faklah,0.0,neutral,neutral
gojek,@Ordinaryjhonny depends sih tp gw gapernah pake grab krn akun gw bau wkwkwk so far pake gojek promonya mantep bgt buat beli ramean. trs bbrp hari kmrn baru tau shopee jg gacor untuk sistem grup order gini. https://t.co/A17FLRQNqO,"['depends', 'sih', 'tp', 'gw', 'gapernah', 'pake', 'grab', 'krn', 'akun', 'gw', 'bau', 'wkwkwk', 'far', 'pake', 'gojek', 'promonya', 'mantep', 'bgt', 'beli', 'ramean', 'trs', 'bbrp', 'kmrn', 'tau', 'shopee', 'gacor', 'sistem', 'grup', 'order', 'gin']",depends sih tp gw gapernah pake grab krn akun gw bau wkwkwk far pake gojek promonya mantep bgt beli ramean trs bbrp kmrn tau shopee gacor sistem grup order gin,0.0,neutral,neutral
gojek,"@tahutelurrrrr @sungkong15370 @ruang_comment @aishiteRIE2124 Itu uda sistem gojek, biasa, kalo deket malah ga muncul
Bukan gojek doang sih, tau indrive? Itu jg sering gitu dibawah 1km kadang ga muncul, ditunggu agak lama baru muncul, pdhl sistemnya lelang","['uda', 'sistem', 'gojek', 'deket', 'nggak', 'muncul', 'gojek', 'doang', 'sih', 'tau', 'indrive', 'gitu', 'bawah', '1km', 'kadang', 'nggak', 'muncul', 'tunggu', 'muncul', 'pdhl', 'sistem', 'lelang']",uda sistem gojek deket nggak muncul gojek doang sih tau indrive gitu bawah 1km kadang nggak muncul tunggu muncul pdhl sistem lelang,-1.0,negative,negative
gojek,"@aesilyy yaelah balikin duit sendiri aja susah bener. udah lapor gojek, gopay, bank jawabannya sama walau nominal gak seberapa lumayan buat beli kopi","['yaelah', 'balikin', 'duit', 'susah', 'bener', 'udah', 'lapor', 'gojek', 'gopay', 'bank', 'jawab', 'nominal', 'gak', 'lumayan', 'beli', 'kopi']",yaelah balikin duit susah bener udah lapor gojek gopay bank jawab nominal gak lumayan beli kopi,0.0,neutral,neutral
gojek,"Gue ga pernah ngeh kalo Shopeefood lebih murah dari Grabfood &amp; Gofood tapi biasanya knp gue ga pake itu krn kadang resto yg gue mau ga ada.
Jd yang gue bisa bandingin cuma Grab &amp; Gojek, di gue selalu lebih murah Grab bisa selisih 10K 😅 (Gue pengguna Grab Unlimited &amp; Gojek Plus)","['gue', 'nggak', 'ngeh', 'shopeefood', 'murah', 'grabfood', 'gofood', 'knp', 'gue', 'nggak', 'pake', 'krn', 'kadang', 'resto', 'yg', 'gue', 'nggak', 'gue', 'bandingin', 'grab', 'gojek', 'gue', 'murah', 'grab', 'selisih', '10k', 'gue', 'guna', 'grab', 'unlimited', 'gojek', 'plus']",gue nggak ngeh shopeefood murah grabfood gofood knp gue nggak pake krn kadang resto yg gue nggak gue bandingin grab gojek gue murah grab selisih 10k gue guna grab unlimited gojek plus,-3.5,negative,negative
gojek,@cassiocpeia @gtauadasiapadmn wow thanks for the insight.. otw pindah ke grab. padahal niatnya pake gojek krn support app local tp makin kesini makin jelek pelayanannya,"['wow', 'thanks', 'insight', 'otw', 'pindah', 'grab', 'niat', 'pake', 'gojek', 'krn', 'support', 'app', 'local', 'tp', 'kesini', 'jelek', 'layan']",wow thanks insight otw pindah grab niat pake gojek krn support app local tp kesini jelek layan,-1.0,negative,negative
gojek,"gue sering begini sama cowok gue kek berantem lucu drama aja gitu terus gue bilang, “aku turun sini aja ah aku mau naik gojek 😠” terus ntar gue duduknya menjauh dan melipat tangan (hmph!) habis itu dia ngegas motor loncat gitu biar gue tuinggg dan hap langsung mendekap dia hahay","['gue', 'cowok', 'gue', 'kek', 'antem', 'lucu', 'drama', 'gitu', 'gue', 'bilang', 'turun', 'ah', 'gojek', 'ntar', 'gue', 'duduk', 'jauh', 'lipat', 'tangan', 'hmph', 'habis', 'ngegas', 'motor', 'loncat', 'gitu', 'biar', 'gue', 'tuinggg', 'hap', 'langsung', 'dekap', 'hahay']",gue cowok gue kek antem lucu drama gitu gue bilang turun ah gojek ntar gue duduk jauh lipat tangan hmph habis ngegas motor loncat gitu biar gue tuinggg hap langsung dekap hahay,0.0,neutral,neutral
gojek,@kogamitsukee di gojek kee!,"['gojek', 'kee']",gojek kee,0.0,neutral,neutral
gojek,"tadi kan aku naik gojek trs payment nya cash, nah pas aku dah kasih uangnya aku bilang makasih abang nya tu no respon dan cengo trs dia manggil “ mba” trs aku bilang “ iya kenapa pak? uangnya kurang?” dan dia jwb “ helmnya 😅” 

YA ALLAH MALU BGT 😭😭😭😭🥲🥲🥲","['gojek', 'trs', 'payment', 'cash', 'pas', 'dah', 'kasih', 'uang', 'bilang', 'makasih', 'abang', 'tu', 'respon', 'cengo', 'trs', 'manggil', 'mba', 'trs', 'bilang', 'iya', 'uang', 'jwb', 'helm', 'ya', 'allah', 'malu', 'bgt', '']",gojek trs payment cash pas dah kasih uang bilang makasih abang tu respon cengo trs manggil mba trs bilang iya uang jwb helm ya allah malu bgt ,0.0,neutral,neutral
gojek,"@bayuprmno Adem dari ribut bal-balan, tapi muncul ribut fans kpop vs brand, ada yang fitnah petugas ke KAI, terbaru ada baginda raja ngadu ke Gojek","['adem', 'ribut', 'balbalan', 'muncul', 'ribut', 'fans', 'kpop', 'vs', 'brand', 'fitnah', 'tugas', 'kai', 'baru', 'baginda', 'raja', 'ngadu', 'gojek']",adem ribut balbalan muncul ribut fans kpop vs brand fitnah tugas kai baru baginda raja ngadu gojek,0.0,neutral,neutral
gojek,"@Ordinaryjhonny asliiii, aku awalnya pake gojek terus kok lumayan ongkirnya hampir seharga makanan, akhirnya nyoba download grab buat bandingin
eh malah 2x lipat lebih mahal😭
skrg beralih ke sopifud👍🏻","['asliiii', 'pake', 'gojek', 'lumayan', 'ongkirnya', 'harga', 'makan', 'nyoba', 'download', 'grab', 'bandingin', 'eh', '2x', 'lipat', 'mahal', 'skrg', 'alih', 'sopifud']",asliiii pake gojek lumayan ongkirnya harga makan nyoba download grab bandingin eh 2x lipat mahal skrg alih sopifud,-1.0,negative,negative
gojek,@Ordinaryjhonny lebih menarik UI/UX nya gojek kak 😀,"['tarik', 'uiux', 'gojek', 'kak']",tarik uiux gojek kak,0.0,neutral,neutral
gojek,Bahkan kadang harga makanan lbh murah lewat shopipud daripada beli langsung. Grab gojek jarang ada diskon,"['kadang', 'harga', 'makan', 'lbh', 'murah', 'shopipud', 'beli', 'langsung', 'grab', 'gojek', 'jarang', 'diskon']",kadang harga makan lbh murah shopipud beli langsung grab gojek jarang diskon,-1.0,negative,negative
gojek,akhirnya tadi aku dpt gojek yg enak (nyetirnya gak bikin kayak mau jatoh 😭😭 + diajak ngobrol seru),"['dpt', 'gojek', 'yg', 'enak', 'nyetirnya', 'gak', 'bikin', 'kayak', 'jatoh', 'ajak', 'ngobrol', 'seru']",dpt gojek yg enak nyetirnya gak bikin kayak jatoh ajak ngobrol seru,1.0,positive,positive
gojek,@DuckyduckYeah @AdelaideCh_ Abang2 gojek yg helm nya ad bebekny tar gwe panggil juga tuhh beraaggg,"['abang2', 'gojek', 'yg', 'helm', 'ad', 'bebekny', 'tar', 'gwe', 'panggil', 'tuhh', 'beraaggg']",abang2 gojek yg helm ad bebekny tar gwe panggil tuhh beraaggg,0.0,neutral,neutral
gojek,"jangahblupa hari ini dari diskesal kan trus ke kemhan trus daerah monas macet karena ditunggu bgt buat ttd kontrak dan posisi dah jam 4 sore, akhirnya cegat abang gojek biar cepet wkwkwk gua ni kerja apasi sbnrnya jirrr🫠🫠🫠 https://t.co/UA5e02WU6k","['jangahblupa', 'diskesal', 'trus', 'kemhan', 'trus', 'daerah', 'monas', 'macet', 'tunggu', 'bgt', 'ttd', 'kontrak', 'posisi', 'dah', 'jam', 'sore', 'cegat', 'abang', 'gojek', 'biar', 'cepet', 'wkwkwk', 'gua', 'ni', 'kerja', 'apas', 'sbnrnya', 'jirrr']",jangahblupa diskesal trus kemhan trus daerah monas macet tunggu bgt ttd kontrak posisi dah jam sore cegat abang gojek biar cepet wkwkwk gua ni kerja apas sbnrnya jirrr,0.0,neutral,neutral
gojek,@arifmuharram @gojekindonesia Tapi emg gojek masukin motor lebar yg listrik kok mas. Kasian yg make itu dicancelin mulu kalo gatau,"['emg', 'gojek', 'masukin', 'motor', 'lebar', 'yg', 'listrik', 'mas', 'kasi', 'yg', 'make', 'dicancelin', 'mulu', 'gatau']",emg gojek masukin motor lebar yg listrik mas kasi yg make dicancelin mulu gatau,0.0,neutral,neutral
gojek,"Poin 4 itu gw dukung banget,,, tapi tolonglah Gojek,,, gw order Comfort maunya dapet minimal Vario 160,,, yang dateng malah motor listrik,,, Gw akhirnya muter jauh karena gak tega motor listrik gw ajak nanjak dengan badan gw yang lebar ini","['poin', 'gw', 'dukung', 'banget', 'tolong', 'gojek', 'gw', 'order', 'comfort', 'mau', 'dapet', 'minimal', 'vario', '160', 'dateng', 'motor', 'listrik', 'gw', 'muter', 'gak', 'tega', 'motor', 'listrik', 'gw', 'ajak', 'nanjak', 'badan', 'gw', 'lebar']",poin gw dukung banget tolong gojek gw order comfort mau dapet minimal vario 160 dateng motor listrik gw muter gak tega motor listrik gw ajak nanjak badan gw lebar,0.0,neutral,neutral
gojek,"pernah mintol bang gojek comfort tunggu bentar krn ada barang ketinggalan jd nunggu temen di lift, abangnya kasih tau kl ada countdown kl gasalah sekitar 15 mins??? cmiiw, lewat dari itu di cancel (?) mungkin itu https://t.co/a6vuMvIcU5","['mintol', 'bang', 'gojek', 'comfort', 'tunggu', 'bentar', 'krn', 'barang', 'tinggal', 'nunggu', 'temen', 'lift', 'abang', 'kasih', 'tau', 'kl', 'countdown', 'kl', 'gasalah', '15', 'mins', 'cmiiw', 'cancel']",mintol bang gojek comfort tunggu bentar krn barang tinggal nunggu temen lift abang kasih tau kl countdown kl gasalah 15 mins cmiiw cancel,-1.0,negative,negative
gojek,"Sebelnya lagi, langganan gojek plus tp promonya lebih gacor temen gw yg gk berlangganan. Terkhianati 💔💔💔 langsung gw unsub","['sebel', 'langgan', 'gojek', 'plus', 'tp', 'promonya', 'gacor', 'temen', 'gw', 'yg', 'nggak', 'langgan', 'khianat', 'langsung', 'gw', 'unsub']",sebel langgan gojek plus tp promonya gacor temen gw yg nggak langgan khianat langsung gw unsub,-0.5,negative,negative
gojek,"@Ordinaryjhonny Untung-untungan kaak, soalnya waktu itu pernah bandingin malah lebih murah grab atau gojek.","['untunguntungan', 'kaak', 'bandingin', 'murah', 'grab', 'gojek']",untunguntungan kaak bandingin murah grab gojek,-1.0,negative,negative
gojek,"Gue selalu berusaha ga pernah biarin abang gojek/gocar/gosend nungguin gw, selalu gw usahain standby sepersekian detik nungguin mereka datang.","['gue', 'usaha', 'nggak', 'biarin', 'abang', 'gojekgocargosend', 'nungguin', 'gw', 'gw', 'usahain', 'standby', 'sekian', 'detik', 'nungguin']",gue usaha nggak biarin abang gojekgocargosend nungguin gw gw usahain standby sekian detik nungguin,-0.5,negative,negative
gojek,Apakah gw harus gojek jir,"['gw', 'gojek', 'jir']",gw gojek jir,0.0,neutral,neutral
gojek,@Cetepbebek kak paket hemat itu hak kakak. itu program yg ditawarkan gojek untuk menarik banyak pelanggan. dapet pelayanan yang baik itu hak kamu.,"['kak', 'paket', 'hemat', 'hak', 'kakak', 'program', 'yg', 'tawar', 'gojek', 'tarik', 'langgan', 'dapet', 'layan', 'hak']",kak paket hemat hak kakak program yg tawar gojek tarik langgan dapet layan hak,1.0,positive,positive
gojek,"@Ordinaryjhonny Iya, emang. Jujur aja gua jarang bgt pake gojek/grab karena jarang dapet promo","['iya', 'emang', 'jujur', 'gua', 'jarang', 'bgt', 'pake', 'gojekgrab', 'jarang', 'dapet', 'promo']",iya emang jujur gua jarang bgt pake gojekgrab jarang dapet promo,-1.0,negative,negative
gojek,@aishiteRIE2124 Emng bedanya gojek hemat sm biasa apa kak? Dpt potongan harga?,"['emng', 'beda', 'gojek', 'hemat', 'sm', 'kak', 'dpt', 'potong', 'harga']",emng beda gojek hemat sm kak dpt potong harga,2.0,positive,positive
gojek,@Ordinaryjhonny Tergantung sih. Kalau lg banyak promo grab/gojek sering murah jg kom,"['gantung', 'sih', 'lg', 'promo', 'grabgojek', 'murah', 'kom']",gantung sih lg promo grabgojek murah kom,0.0,neutral,neutral
gojek,"@kegblgnunfaedh Kan bisa di reimburse ke gojek pak.. tinggal lapor itu fiktif, lalu makanannya bpk makan, uang kembali","['reimburse', 'gojek', 'tinggal', 'lapor', 'fiktif', 'makan', 'bpk', 'makan', 'uang']",reimburse gojek tinggal lapor fiktif makan bpk makan uang,-1.0,negative,neutral
gojek,WUOH LONGLONG GOJEK KAMBEK,"['wuoh', 'longlong', 'gojek', 'kambek']",wuoh longlong gojek kambek,0.0,neutral,neutral
gojek,"@adnardn @keqayaan Kak sorry tapi menurutku tetep ga etis untuk driver gojek nunggu🥲, jadi emg better udah siap baru pesen sih","['kak', 'sorry', 'turut', 'tetep', 'nggak', 'etis', 'driver', 'gojek', 'nunggu', 'emg', 'better', 'udah', 'sen', 'sih']",kak sorry turut tetep nggak etis driver gojek nunggu emg better udah sen sih,-1.5,negative,negative
gojek,@aishiteRIE2124 Semoga abang drivernya ga dikasih sangsi apa2 sama gojek,"['moga', 'abang', 'drivernya', 'nggak', 'kasih', 'sangsi', 'apa2', 'gojek']",moga abang drivernya nggak kasih sangsi apa2 gojek,-0.5,negative,negative
gojek,"@Ordinaryjhonny BENARRRR ☝🏻😭 sejak ada sopifud lebih suka pake sopifud, gojek buat antar-jemput ajaa","['benarrrr', 'sopifud', 'suka', 'pake', 'sopifud', 'gojek', 'antarjemput', 'ajaa']",benarrrr sopifud suka pake sopifud gojek antarjemput ajaa,1.0,positive,positive
gojek,"@adnardn @McDuckiing Cancel ada di fitur goride juga, jadi terserah usernya mau dipake apa gak, ga suka fiturnya? Ngomong ke gojek lah jgn ngadu ke sosmed🤣","['cancel', 'fitur', 'goride', 'serah', 'usernya', 'dipake', 'gak', 'nggak', 'suka', 'fiturnya', 'ngomong', 'gojek', 'jgn', 'ngadu', 'sosmed']",cancel fitur goride serah usernya dipake gak nggak suka fiturnya ngomong gojek jgn ngadu sosmed,0.5,positive,positive
gojek,"STUJUUUUU, dulu aku selalu pake gofood tp gatau knp makin lama makin gaib promonya jir alhasil pindah ke shopeefood yg ternyata JAUH lebih murah. bahkan klo nyimpen uang dan transaksi skrg pake shopeepay trs, udh ga prnh pake gopay lg, paling dipake klo pas mau gojek/gocar doang","['stujuuuuu', 'pake', 'gofood', 'tp', 'gatau', 'knp', 'gaib', 'promonya', 'jir', 'alhasil', 'pindah', 'shopeefood', 'yg', 'murah', 'nyimpen', 'uang', 'transaksi', 'skrg', 'pake', 'shopeepay', 'trs', 'udh', 'nggak', 'prnh', 'pake', 'gopay', 'lg', 'dipake', 'pas', 'gojekgocar', 'doang']",stujuuuuu pake gofood tp gatau knp gaib promonya jir alhasil pindah shopeefood yg murah nyimpen uang transaksi skrg pake shopeepay trs udh nggak prnh pake gopay lg dipake pas gojekgocar doang,-1.5,negative,negative
gojek,@LampungRiz42727 @Cetepbebek terus kadang gojek dah sampe anak nya lelet pake sepatu lah ini lah itu lah. pas udah naik motor bilang “cepetan ya pak saya telat”,"['kadang', 'gojek', 'dah', 'sampe', 'anak', 'lelet', 'pake', 'sepatu', 'pas', 'udah', 'motor', 'bilang', 'cepetan', 'ya', 'telat']",kadang gojek dah sampe anak lelet pake sepatu pas udah motor bilang cepetan ya telat,-1.0,negative,neutral
gojek,udh gapernah pake gofood lg karena mahal bgt jujur ;)) appnya dipake buat pesen gojek atau gocar aja,"['udh', 'gapernah', 'pake', 'gofood', 'lg', 'mahal', 'bgt', 'jujur', 'appnya', 'dipake', 'sen', 'gojek', 'gocar']",udh gapernah pake gofood lg mahal bgt jujur appnya dipake sen gojek gocar,-1.0,negative,negative
gojek,tempat order gojek NGAKAK,"['order', 'gojek', 'ngakak']",order gojek ngakak,0.0,neutral,neutral
gojek,"@aishiteRIE2124 Pendapatan gojek hemat memang gak manusiawi. Kalian klo paham, gak bakal pesen yg hemat. Gak bakal tega. Minimal hati nurani pasti bakal berontak sie.","['dapat', 'gojek', 'hemat', 'gak', 'manusiawi', 'paham', 'gak', 'sen', 'yg', 'hemat', 'gak', 'tega', 'minimal', 'hati', 'nurani', 'berontak', 'sie']",dapat gojek hemat gak manusiawi paham gak sen yg hemat gak tega minimal hati nurani berontak sie,2.0,positive,positive
gojek,@aishiteRIE2124 Orang2 kek gitu tu yg bikin gojek pada numpuk di palmerah sampe bikin macet. Blm juga keluar stasiun udh pesen duluan ckckck,"['orang2', 'kek', 'gitu', 'tu', 'yg', 'bikin', 'gojek', 'numpuk', 'palmerah', 'sampe', 'bikin', 'macet', 'blm', 'stasiun', 'udh', 'sen', 'duluan', 'ckckck']",orang2 kek gitu tu yg bikin gojek numpuk palmerah sampe bikin macet blm stasiun udh sen duluan ckckck,0.0,neutral,neutral
gojek,"@ParkOcit @kegblgnunfaedh Rada ribet jelasinnya. Dia datang ke kantor gua. Kayak sedih gitu, katanya orderan dia kena fiktif. Karna gua kasian yaudah gua bantu. Dan gua mikir harga segitu mungkin relevan sama harga gojek. Jadi nggk kepikiran ke sana. Eh rupanya ada yg pernah bantu dia trus ketemu lagi 😂","['rada', 'ribet', 'jelasinnya', 'kantor', 'gua', 'kayak', 'sedih', 'gitu', 'order', 'kena', 'fiktif', 'karna', 'gua', 'kasi', 'yaudah', 'gua', 'bantu', 'gua', 'mikir', 'harga', 'segitu', 'relevan', 'harga', 'gojek', 'nggk', 'pikir', 'eh', 'yg', 'bantu', 'trus', 'ketemu']",rada ribet jelasinnya kantor gua kayak sedih gitu order kena fiktif karna gua kasi yaudah gua bantu gua mikir harga segitu relevan harga gojek nggk pikir eh yg bantu trus ketemu,-1.0,negative,negative
gojek,Gue tim yang pesan gojek saat gue sudah di titik jemput. Nggak apa-apa gue yang menunggu. Kekuatan untuk ‘marah’ jadi ada di gue karena sudah melakukan bagian gue; menunggu.,"['gue', 'tim', 'pesan', 'gojek', 'gue', 'titik', 'jemput', 'nggak', 'apaapa', 'gue', 'tunggu', 'kuat', 'marah', 'gue', 'gue', 'tunggu']",gue tim pesan gojek gue titik jemput nggak apaapa gue tunggu kuat marah gue gue tunggu,-1.5,negative,negative
